Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
13.376324892044067	0	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	4.2533316e-06	4.2533316e-06	-0.6951563	0.031727877	0.002505532	0.0010551465	0.69540685	30049	30049
28.109155893325806	1	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	2.451742e-05	2.451742e-05	-0.69358957	0.02809327	0.0011234619	0.0003797547	0.6937019	30049	60098
39.84942078590393	2	0.025125628	0.35354894	5.0	0.0	151.0	0.0	0.0001663949	0.0001663949	0.00016089472	0.00016089472	-0.6927967	0.018628158	0.0017904842	0.001233725	0.69297576	30049	90147
51.14076089859009	3	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-6.1212736e-06	-6.1212736e-06	-0.690105	0.05418227	0.015666757	0.017756304	0.6916717	30049	120196
62.5907416343689	4	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.1365131e-05	-1.1365131e-05	-0.69368243	0.014154894	0.0008751921	0.00076860056	0.69377	30049	150245
73.95020079612732	5	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	5.9308645e-06	5.9308645e-06	-0.6932129	0.007187973	0.00010720591	5.3078515e-05	0.6932236	30049	180294
85.58014798164368	6	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-6.897519e-06	-6.897519e-06	-0.69227314	0.0055602263	0.00017056338	0.00011861149	0.6922902	30049	210343
96.96408081054688	7	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-2.580545e-06	-2.580545e-06	-0.69304585	0.0021340575	7.3601086e-06	3.6500905e-06	0.69304657	30049	240392
108.35820388793945	8	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.934305e-06	-1.934305e-06	-0.6934273	0.002609709	1.0340822e-05	4.7576273e-06	0.69342834	30049	270441
119.67629480361938	9	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-6.551775e-06	-6.551775e-06	-0.69314885	0.0056832773	6.212445e-05	4.037657e-05	0.69315505	30049	300490
131.10914087295532	10	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	8.940596e-06	8.940596e-06	-0.69216865	0.008409173	0.0003323227	0.00022683226	0.6922019	30049	330539
142.54932689666748	11	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.8222237e-05	-1.8222237e-05	-0.6933073	0.02321463	0.0034355638	0.00331287	0.6936509	30049	360588
153.89770483970642	12	0.24623115	2.6608412	35.0	0.0	151.0	0.0	0.0016306699	0.0016306699	0.0016311911	0.0016311911	-0.69310355	0.0035804266	1.0316354e-05	6.140224e-06	0.6931045	30049	390637
165.3098828792572	13	0.2512563	2.5905094	32.0	0.0	151.0	0.0	0.0016639489	0.0016639489	0.0016755569	0.0016755569	-0.6936828	0.018921588	0.0004486689	0.000278909	0.6937276	30049	420686
176.85006976127625	14	0.22613065	3.0430944	43.0	0.0	151.0	0.0	0.001497554	0.001497554	0.0014938993	0.0014938993	-0.6949897	0.016214449	0.0020472652	0.002069038	0.69519436	30049	450735
188.31481671333313	15	0.06030151	0.8485173	12.0	0.0	151.0	0.0	0.00039934774	0.00039934774	0.00040682455	0.00040682455	-0.6895398	0.022649055	0.0045117065	0.0033608333	0.689991	30049	480784
199.63824796676636	16	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	3.3714314e-05	3.3714314e-05	-0.6478011	0.23511854	0.333373	0.40105093	0.6811384	30049	510833
210.9916398525238	17	0.020100502	0.28283918	4.0	0.0	151.0	0.0	0.00013311591	0.00013311591	0.00021619776	0.00021619776	-0.6512772	0.27491015	0.29173335	0.24620412	0.68045056	30049	540882
222.4521369934082	18	0.09045226	1.2727761	18.0	0.0	151.0	0.0	0.0005990216	0.0005990216	0.00082369614	0.00082369614	-0.6406188	0.32400718	0.43413222	0.45018297	0.6840321	30049	570931
234.0925576686859	19	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00023376282	0.00023376282	-0.69178617	0.2581972	0.29234058	0.31192598	0.7210202	30049	600980
245.53532791137695	20	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00022273761	0.00022273761	-0.62275267	0.3558764	0.48306662	0.4293676	0.6710593	30049	631029
256.919469833374	21	0.1557789	2.1920037	31.0	0.0	151.0	0.0	0.0010316483	0.0010316483	0.0012490758	0.0012490758	-0.6290906	0.36726323	0.50355977	0.35389236	0.6794466	30049	661078
268.23903584480286	22	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0003178481	0.0003178481	-0.5775622	0.4095306	0.5667708	0.37521964	0.6342393	30049	691127
279.5376489162445	23	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00060278387	0.00060278387	-0.53174114	0.42264366	0.65286183	0.30054566	0.5970273	30049	721176
291.04592990875244	24	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00054640335	0.00054640335	-0.50369424	0.47535333	0.75232714	0.37651512	0.578927	30049	751225
303.23120880126953	25	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00071626034	0.00071626034	-0.55032295	0.49126557	0.67957246	0.28099433	0.61828023	30049	781274
314.47042894363403	26	0.04522613	0.636388	9.0	0.0	151.0	0.0	0.0002995108	0.0002995108	0.0010682713	0.0010682713	-0.52747107	0.5603466	0.7980006	0.3202926	0.6072711	30049	811323
325.77264285087585	27	0.21105528	2.2807207	30.0	0.0	151.0	0.0	0.001397717	0.001397717	0.001995843	0.001995843	-0.5055415	0.5255196	0.76466864	0.34025848	0.5820084	30049	841372
337.4161448478699	28	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00091461866	0.00091461866	-0.5606319	0.58884674	0.76975846	0.29770225	0.6376078	30049	871421
348.7252197265625	29	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.00083325827	0.00083325827	-0.4473085	0.51372933	0.8493405	0.35527858	0.53224254	30049	901470
360.33032870292664	30	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0010453844	0.0010453844	-0.3861664	0.46238017	0.9268085	0.32727218	0.47884724	30049	931519
371.6065318584442	31	0.0050251256	0.07070979	1.0	0.0	151.0	0.0	3.327898e-05	3.327898e-05	0.0010749885	0.0010749885	-0.4176283	0.5644227	0.9039429	0.28610632	0.50802255	30049	961568
382.93929982185364	32	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0013212119	0.0013212119	-0.4102814	0.58114606	0.9514118	0.28121552	0.5054226	30049	991617
394.28471183776855	33	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0011072336	0.0011072336	-0.42908254	0.53891736	0.9865957	0.29365274	0.5277421	30049	1021666
405.46044969558716	34	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0011324687	0.0011324687	-0.43505064	0.69875073	0.96213555	0.33237928	0.5312642	30049	1051715
417.11454701423645	35	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0013569425	0.0013569425	-0.38291204	0.55189556	0.94160026	0.26345572	0.47707206	30049	1081764
428.4803309440613	36	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0009840511	0.0009840511	-0.43215483	0.47899023	0.8490443	0.25502852	0.51705927	30049	1111813
439.7649416923523	37	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0012560985	0.0012560985	-0.38129783	0.7131857	1.0253875	0.30317575	0.48383656	30049	1141862
451.14702796936035	38	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0011177348	0.0011177348	-0.36991006	0.58430547	0.9094088	0.37197712	0.46085098	30049	1171911
462.3296158313751	39	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.001369572	0.001369572	-0.36151332	0.63306355	1.0324032	0.32098138	0.46475363	30049	1201960
473.4923527240753	40	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0012557313	0.0012557313	-0.3723123	0.6165206	0.9778264	0.29213718	0.47009495	30049	1232009
485.119503736496	41	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0016087585	0.0016087585	-0.29030144	0.60171187	0.98083985	0.284188	0.38838544	30049	1262058
496.3621869087219	42	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0018432256	0.0018432256	-0.2782147	0.5847104	1.0021979	0.24599631	0.37843448	30049	1292107
507.4971537590027	43	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0015885084	0.0015885084	-0.38675708	0.7795087	1.0288484	0.24832138	0.48964193	30049	1322156
518.6659169197083	44	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0020238494	0.0020238494	-0.25316307	0.5632166	1.057054	0.22735476	0.35886848	30049	1352205
529.8747317790985	45	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0015648036	0.0015648036	-0.3353927	0.6505514	0.98867476	0.26443082	0.4342602	30049	1382254
541.162889957428	46	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0014628946	0.0014628946	-0.37796527	0.6530301	0.98231626	0.23075394	0.47619691	30049	1412303
552.3898539543152	47	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0014169184	0.0014169184	-0.31894702	0.49666893	0.953817	0.24877922	0.41432875	30049	1442352
563.5380637645721	48	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0013813261	0.0013813261	-0.37566352	0.5637342	0.94299364	0.21094874	0.4699629	30049	1472401
574.720155954361	49	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0011909335	0.0011909335	-0.28734326	0.43855685	0.93353176	0.23151855	0.38069642	30049	1502450
